,Ratings,Reviews
885,5.0 ,"  I was a fan of Xiaomi have used Mi3 Mi5 Redmi not 5 Pro and than shifted to OnePlus 6, Loved Xiaomi because of MIUI compared to stock ROMs but after using OnePlus 6 became a fan of Oxygen OS have much better features than MIUI. Now let's come to OnePlus 7tHave read many reviews on draining of battery heating up of device which I don't agree on both Mobile gets heat up only while charging.. battery I got for full day with extensive usage. Compared i to OnePlus 6 battery is much better. There is slight vibration on back panel while playing music in full volume.Macro photography option is superb, have attached one pic of flower with Macro option. Even nightscape option is too good just loved it.All attached pics are with zero editing.ProsCamera QualityBuild QualitySpeedSmooth Display855 plus processorCons3.5 Headphone jackOnePlus should have provided convertor for type c to 3.5

"
886,5.0 ,"  Super Quick,Everything is just brilliant...Except if you mind the Protruding Camera module, Missing Headphone Jack and that little Notch.

"
887,4.0 ,"  Phone is great.Display : 7t screen is great 90hrz is very smooth and lag free and bright with punchy colorsPerformance : it is great phone with sd 855+But I don't know what OnePlus is doing with their software it lags and sometimes hang which I don't expect from this phoneBattery : its battery life is very good one can easily cover his day and it's wrap charge is great it really charge 7t in 30 minutesCamera :7t camera is very good but the image is kind of oversaturated and red color highlight every where I don't know if it is because of camera or display. Hope OnePlus correct it with future updateIt's portrat pic are good but there is no option to adjust blur and also there is no option to click monochrome photos but you can edit it in default editor.  Night mode is greatDesign is great I got blue varient of this phoneAll the problems that I mentioned above is just on software level and may be corrected by OnePlus in futureSound quality is not comparable with othersGreat audio with crisp,clear and loudOver all phone is great and it worth buying.

"
888,5.0 ,"  I bought 2 one Plus phones together (one for myself & other one for husband) ..1st 7t n 2nd 7 pro..My review will not be understatement if I say that company has wasted their efforts n confused it's users to the core by just adding bare minimum difference in both phones..One major difference between 2 isvthat pro comes with popup camera rest is all same..so if you think spending 5-7k is just ok with you then u can choose pro otherwise just go for 7t guys.. it is designed to impress n trust me it is far better then 7 pro in its handling n appearance..

"
889,5.0 ,"  M using this phone from last 15 days and according to me it's worth it! No doubt OnePlus is again proving itself with all the expectations bt in some point the fingerprint sensor didnt matched as perfect as my expectation, bt it's smooth enough! It's not noticeable at all! The camera quality is upto another level. Both the front and back are above expectations! And battery life is also perfect! The phone itself gives a premium look and it's easy to handle as its having slim slides!If u are planning for buying this phone! Jst go for it.It's worth the price and wll surely match ur expectations!

"
890,1.0 ,"  It's been a month since I am using this product.  It started getting hang after 4 days or so. I have requested for replacement but they haven't done the same till.  Seriously there is no premium even after spending so much money.

"
891,4.0 ,"  The phone overall is a decent package. Display quality is amazing, 90hz refresh rate is a boon. Yet to test the battery life.My phone has a small manufacturing defect though. The ""triple lens"" lettering on the rear camera (near the letter p) has a slight smudge (pic attached). Might not matter for many.I've requested for a replacement and hopefully will get it in a day or two. Other buyers who have bought the phone should check on this as well since it could have affected an entire batch of phones.Otherwise, the camera quality is decent (not great). An iphone x or the Samsung galaxy note 9 would be better in this department.

"
892,3.0 ,"  A good phone if u r on a budget and still wants to continue the top specs u enjoyed before,  90 refresh rate is good,  but i dont feel it as a huge factor.  Overall performance is good and battery is delivering wat it s expected.The longevity needs to be seen.But i started liking it,  but only thing i hate is the size.  Its a huge ohone and its heavy too.If it is performing this way for a couole of years,  i would say its a good phone.

"
893,5.0 ,"  My 3rd Oneplus phone after Oneplus 3 and Oneplus 5t.This thing is a true beast.😈Though 6 month old but it holds the top position even after release of Oneplus 8.Value for money 💰.

"
894,5.0 ,"  Used this phone for 5 months now.*The best thing about this phone is the performance,if you are looking for a fast phone look no further.*For pure speed and performance this is the phone to choose.*Battery life is average but fast charging is superb, charges phone to 100 percent in 45 min.*Camera is better than average. Photos are generally very good in broad daylight and good at night time.*Performance is among the best in class. Speed is mindblowing.* Gaming is smooth and extremely fast,no lags ,no hicupps.Best for gaming.*Oxygen UI is amazing and very fun to use.

"
895,4.0 ,"  I'm not satisfied with my ONEPLUS 7T coz...the..unit is having some issue...first the..back camera..part..inside the camera compartment there is a small dust..as it came from the assembly section.. second the top part of the phone where the antenna lines are.. one of the antenna line part is having a small scratch with some chipped damage. then 3rd one...the display...while I'm using the display at night with low brightness, the top right corner of the display shows grey light emitting and the other parts of the display shows..pure black.🙄☹️ Its been only one week I'm using the ONEPLUS 7T..and I'm worried about the issue. Other than these issues..the phone is a killer device... awesome specs..the speed is 🔥

"
896,4.0 ,"  Moving from My poco F1Pro:DisplayUICameraSpeakerWrap chargeCons:BatteryNetworkCamera(Selfie & Telephoto)If u buy it under 35k with Bumo up Exchange it's value for money

"
897,5.0 ,"  I love this phone bcoz it is ultra fast in terms of charging as well as phone speed, captures some of the best photos, smooth gaming, amazed by dual stereo speakers supported by Dolby Atmos, fast fingerprint reader, special mention to 90hz display and the oxygen os.Battery life could have been improved.If you are looking to buy a phone in this price segment then go for it without even thinking twice..

"
898,5.0 ,"  It’s awesome !! The phone is super smooth and there is no any lag and the camera is outstanding 38k is value for money and the display is super amazing. The camera quality is outstanding it has 2x optical zoom 10x digital zoom and the ultra wide angle is superb !! It works really well on low light with it's new nightscape feature which will optimize the image and gives you the best image in low light . I was really impressed by the video quality which has ultra wide angle support in video mode 2x zoom, 10x zoom , and it even has video stabilization which was really impressive all those mode can be shoot in 1080p 30 fps, and 4k 30 fps, but the ultra wide angle doesn't support in 1080p/ 60 fps, 4k 60 fps. But then I was surprised with 4k 60 fps which is ultra smooth just like iPhone 11 pro video quality. It has the best video quality in this range which no other companies will provide you with this amount of money . It has the best spec in such a low price as compared to other flagship phone . And the performance is on the next level with the combination on snapdragon 855 plus and 90 hz refresh rate and the front firing dual streo speaker with game space and fanatic mode takes gaming experience to the next level which you won't find such experience in any other smartphone in this price range . I wonder why a lot people complaint a lot about the battery when it does gives you decent average with 3800 mAh. I only need to charge for 30 min which gives me almost a day battery life . The charger is super amazing with the wrap 30t which insanely charge in no time . It only takes 54 min to fully charge from dead phone 0% to 100% which is super fast which I have never experienced in any other smartphone in this price segment . My video experience with this phone is incredible with the fluid amoled display it gives you immersive video experience and the dual front firing speaker is so loud and clear which gives the video experience to the next level . The indisplay fingerprint sensor the super . This is my honest review after 3 months of usage  .

"
899,4.0 ,"  I'm personally extremely happy on buying OnePlus 7T, I always used to wonder why people always talk about its features, durability, performance etc.It surely is the Best phone within the range, I had evaluated around 4-5 Smartphones before buying this... This phone is a clear winner in all the departments ! Say it Camera, Gaming, Multitasking, Battery life, its all top notch...The only thing I feel is, this phone could have been powered by 4000+ mAH battery which is 3800 as of now.With OnePlus fast charging it would have been cherry on top of the 🍰Other than that, its a BEAST

"
900,5.0 ,"  A must buy it's a charm to use this phone have upgraded from an iPhone 6s, was very doubtful about transition as was shifting from ios to androidafter 7 year.Only one suggestion oneplus should make some dimentionally smaller phones with same specifications.

"
901,2.0 ,"  I am not satisfied heats ups,battery drains quickly and hangs for 3 to 5 sec just within 2 days of purchase. I need a replacement on this.Fuck this phone mann its hanging continously wtf is d use of 8gb ram very baad quality phone plzz do not purchase it

"
902,1.0 ,"  This phone has to be the biggest con from One plus. The battery life is terrible. In a brand new phone it doesn't last a day. When I went to the one plus show room, they told me that the battery life is average, but is made up for by fast charging. Which doesn't sound promising.On top of it all, where did my usb jack go???? I now have to buy customized ear phones because even the coverter jack is too fragile and doesn't work!!!Don't buy this con.

"
903,5.0 ,"  This is my review after 2 days :Screen: Coming from a screen with a higher resolution than the 7T, I was weary about the screen. However the AMOLED screen on this phone blew me away with it's contrast and brightness. The 90Hz screen is another killer feature. A lot of people still seem to wonder if it makes a difference, I think it does. A friend of mine who hadn't heard of this phone before tried it and was immediately impressed by the smooth scrolling and animations.This is most definitely the best aspect of this phone.Performance: This is phone is rapid! I haven't encountered a hiccup yet. I do not game and hence cannot comment on the gaming performance. However I am a heavy user and didn't find anything that slowed down this phone. I'm also very pleased with the clean Android experience with Oxygen OS's useful features. Both face recognition and the finger print scanner are fastBattery: This is where I was seriously doubting the capabilities of this phone. However I'm pleased to report that I've had more than 6.5 hours of screen on time on both days. This included a lot of YouTube and Netflix using the phones speakers. This phone should easily get you through a day of use. I had also kept WiFi, Mobile Data (4G) and Location on at all times. Unless you are expecting something that lasts for 2 days , this phone won't disappoint. The new Warp charge 30T is amazing as well.Speakers: The speakers are something I did not consider much about while purchasing this device. But they've impressed me immensely. Dialogue is crisp and it gets plenty loud. I did try using my wired earphones with a OnePlus USB-C to 3.5mm adaptor and I didn't have any issues with the sound.Cameras: I have not tested the camera enough to post a review about them, nor am I a photographer. I will update this review when I do take more picturesHand feel: The phone feels solidly built. I did expect it to be heavier. It doesn't feel heavy at all and the weight is distributed very well, making it very easy to hold. Make no mistake, it is a large phone. However I found it much easier to handle than the 7 Pro which I was considering thanks to the flat screen, slightly narrower width and the evenly distributed weight.I do wish they did provide a USB-C to 3.5mm adaptor in the box. (3.5mm jack would be ideal. But that ship has sailed). Apart from this minor gripe, I'm very happy with this purchase.(For context, I have used a Samsung S5, iPhone 6, iPhone 6S Plus, iPhone 7 Plus and Nokia 8 as my daily drivers before this)

"
904,3.0 ,"  Camara does not match as I accepted, not detailing in camara picture picture like ordinary phone, not value for money. I suggest bay some other phone for detailing picture quality. I suggest to one plus replace all customer phone and improve camara detailing quality. Need some work on camara quality. Customer except DSLR quality picture from one plus 7t.

"
905,5.0 ,"  It is the best phone till date. It is so smooth in every tasks.PROS:1) Display: Display is buttery smooth. 90Hz display gives you a smooth performance.2) Battery: Battery is not so bad as it is being said by reviewers as it is giving me around 1 and half day of battery life in aggressive usage. I play heavy games a lot like pubg and Call of duty. And still the performance is nice.3) Camera: Believe me the pictures coming out from this phone are perfect. I am a professional photographer and i am pretty impressed by the performance of the camera.And the videos are also good and so are slomos.4) Sound: Stereo speakers of this phone are insane. I have used many stereo speaker smartphones and i am telling you the speakers from this device gives better sound.5) Charging: The phone charges from 0-100% in 60-70 mins. What else you want now?CONS:1) No 3.5mm jack as you all know. And the company is not providing any 3.5mm to type-c connector.2) No IP Rating. However, the company said that the phone can bear water splashes but the certification is what makes us comfortable.3) No wireless Charging. The device has a glass back but then too there is no wireless charging.But these cons are not a deal breaker.Note: At this price range OnePlus 7T is a great deal. Go for it blindly.

"
906,5.0 ,"  I have been using various other phones for the past 10yrs...This is the first time I am using a ONEPLUS model...and I am in love with this  ...Yes  I feel they could have improved the battery level but still the 90htz display ,camera quality,sensor  etc doesn't give any excuse.....if u feel battery is little weak according to our standard we can switch back to 60htz display in settings which improves batter life ...I will give 4.8/5 for this product where .2 is deducted for battery life...NB: one plus doesn't provide audio jack...they should rethink for providing free Bluetooth one plus ear phones with this device as we are paying this much amount...

"
907,5.0 ,"  Love the forested silver color.! Display is just awesome, the finger print scanner and the face unlock combo is so fast that It feels instantaneous on press of the power button, camera and picture quality could be even more better which I hope will be taken care of in upcoming updates, performance wise it's a beast once you enable the developers option and change the animation to 0.5X scale the phone just blazes through, getting solid one day battery after 6.3hrs of gaming(call of duty, pubg), lots of browsing and songs(video) and no heating issues yet, though I doubt it has the cooling unit like oneplus 7 and oneplus 7 pro and oneplus 7t pro. The speakers are  way too loud which is a good thing for movies, games and songs, bad thing that even the earpiece at the lowest level of volume is loud enough that the person next to you can hear the conversation pretty accurately in an office or silent environment.  Best buy for the money needless to upgrade to oneplus 7t pro and oneplus pro just for the pop-up camera(which can be annoying when you have have face unlock enabled as it will pop up every single time you try to unlock the phone eventually will worn-out the motor lot faster) and higher display resolutions which saves loads of money. Fastest charging I have ever seen. And hardwares specs are all upto the current trend that you don't have to even think of upgrading your phone for a very long time.

"
908,5.0 ,"  Its a performance beast. No question abt that. I just wish it had a better battery to go with other hardware. Mind you, the battery backup is not bad by any means. But i wont say its better than avg. Camera is good too, So long as you r not comparing it with the latest iphones or samsung and huawei flagships.Awesome screen and sound quality. Though i would have preferred a bit more bass from the pair of speakers.

"
909,5.0 ,"  Oneplus gives you premium quality phones in Android. Camera is best. Battery life is okay lasts for whole day but on very heavy work need to charge. Charging is just awesome 45min whole phn is charged. Bulit quality is pretty good. If you are thinking for android go for oneplus rather than expensive note phones. Oneplus always gives you update on time to time so no worry that your phone become old. I used oneplus 6 till it is getting updates. Unfortunately i lost it. I trust oneplus so again going for it. Oneplus is best for android no one can beat it. Really happy with my new oneplus 7t😀😀

"
910,4.0 ,"  Writing this review after using about 1weekCamera Awesome 5/5Battery life great 5/5Display great 5/5Performance great 5/5If you are crazy for photography and gaming go for it . it's worthIf you are normal user then think before investing 34K , becouse all the App, android is same on all device..

"
911,5.0 ,"  I've got this phone after 3-4 months of getting released... And it cost me around 35k. At first I was bit hesitant to take this phone as I've never used one plus phones before... But after seeing this beauty and a after seeing so much great reviews, I finally got this phone and I think I've made a good decision ever. I received it in 1 day delivery 😄 which is the best part... Now coming to the performance, Battery is too good (It long lasts upto 24-27 hrs... Camera is brilliant both front and back😉  and the processor is super awesome🤩.. That's it.Thanks One plus & Amazon!!!❤️

"
912,5.0 ,"  Hey all, As usual one plus has launched a best product again.. I am using this phone for past two days.. here is the small review from my end.Pros.Look and display are great.Battery life is coming one day for a normal user.Ram management is great.Dolby atoms is superb both in phone as well as in headset.Only disappointment I felt was 3 5 Jack is missing. But OnePlus has replaced it with a Dolby atmos surrounded sound.Having a great experience watching movie in this..I didn't find any cons upto now..

"
913,3.0 ,"  One star for Amazon worst delivery service 3 star for oneplus 7t..OnePlus 7t phone is very good, it is very good, its camera quality is also very good and what is the enjoyment of the Oxygen OS, so the phone is very good overall, there is no shortage in this, I had the desire to complete this phone The Amazon delivery service  worst  too much delayThese phones were purchased in the Amazon Great Indian Festival.All these fine ok the phone is  very good I'm very happy.Very disappointed for one thingAudio Jack not available in the phoneNo worry OnePlus was found in the name of the Flagship Killer when you came to Market  Now oneplus's own flagship phone come to the market.At least in Apple's XR include ear buds in the box for freeYou had to take some Option to For the EarphoneWhile you are charging a Flagship phone price, but you are not giving us the complete accessories.Above all you are competing with Apple and Samsung.  At least Apple gives full accessories in exchange for the price it takes.I think oneplus have to provide complete accessories in the box.

"
914,5.0 ,"  Finally got my hands on this beauty.This is my first OnePlus smartphone. A massive upgrade from my previous device.It's been over a month now.. and I love everything about this device...I was so excited and amazed when Amazon delivered it in just 2 hours..I no longer need a powerbank.4K 60 FPS videos can even make the Garbage look beautiful..I'm definitely liking a Lag free life.So far I'm extremely satisfied..

"
915,1.0 ,"  One of the basic operations we do is connect via Hotspot.  However, when connected via hotspot if a call comes then the hotspot disconnects which is very very disappointing. I had used a Moto G followed by Apple iPhone XS & never faced this issue. This for me is a deal breaker as the phone charges a hefty amount & if this quality is not acceptable.

"
916,2.0 ,"  I had earlier owned one plus 5T, which had a good camera. Now bought 7T but found too many drawbacksThe phone is heavy like a brick, you feel painful while holding for more than 5 minsThe camera hangs while taking multiple portrait photos. And needs to be restarted to make it work.Better buy iphone with less range

"
917,5.0 ,"  I am a constant admirer of OnePlus products. I've been using OnePlus mobile since 2016.OnePlus 7t is exactly what I expected it to be. It's fast and smooth. I'm a fan of its built in quality. Oxygen OS is the best. There is great improvement in camera quality.

"
918,5.0 ,"  Super awesomeJust that it's a bit bigger than you actually think so iPhone users switching to this phone will face issues initially90 hz display giving problems with YouTube the screen flickers on the top.Sound and video is dolby Atmos brilliantBattery stays upto two days without chargingSo your powerbank days are gone.A brilliant phone with amazing camera

"
919,5.0 ,"  I have purchased this mobile before 1 month.... there r some special specifications in this mobile.....1. Awesome Camera Quality2. Very very snappy processor like butter smooth3. Perfect build Quality (specially Gorilla glass of front & back Panel)4. Battery quality disappointed for running time but charging time is very fast....Conclusion : now we can say that  after used of 1 month..... it's really a quality brand phone....super hardware quality & dhansu features phone...... OnePlus 7T.....Very good Job OnePlus Team for this phone....

"
920,5.0 ,"  Superb phone, I've been using OnePlus 5 for more than 2 years and then upgraded to this latest model. Everything is good about this movie

"
921,1.0 ,"  We are good at fingerprints though!Battery backup is also not good enough.OnePlus' mobile camera is also not as good as it should be.  People say that the camera of Plus is good.  But when I clicked on the photo, it felt that its camera is not good.  When the photo is zoomed, the photo bursts. I am not satisfied with OnePlus 7t camera

"
922,5.0 ,"  Fingerprint reader is very fast, camera qualitu is awesome with all the features from nightscape to macro mode works really well, battery life is descent one plus should provide more powerful battery with this flagship device but 30t warp charger charges its very fast so you won't really feel anoying and i too hardly notices when my battery gets full within 40mins...thnx feel free to buy this amazing phone . Major missing is that headphone jack but once you,ll start using this fastest device you,ll forget about the 3.5mm jack.I am also shareing few camera samples which i have shot on different light conditions and in different modes, have a look on that. Thankyou

"
923,5.0 ,"  Best in class performance and 90Hz is mind-boggling, can't switch back to 60hz.Snapdragon 855+ is just an amazing processor and trust me you won't regret it.Since I have not invested in the camera, I felt the quality is great and far better from my previous Asus device. the image you see taken with 10x zoom on my oneplus 7T.Warp charger is fast and at last, I only say if you have the budget go for this

"
924,5.0 ,"  A wonderful Phone which excels in every aspect be it hardware, software, connectivity, looks & others.Battery is the only department where I am not extremely happy with this phone as it only lasts from a full charge to 10% from morning till evening. If I use it slightly more, I would need to charge it once during the office hours as well so as to have sufficient charge while travelling back to home. But all this is balanced by the Fast Warp Charging Feature pretty well.

"
925,1.0 ,"  The product is quite expensive....battery performance is very weak....not recommended...

"
926,5.0 ,"  I received One Plus 7T (8gb 256gb) 2 days back. I will describe you my experience in these 2 daysFirstly, kudos to Amazon for such a quick delivery and excellent packaging.Coming to the mobile, the first impression is just amazing. Its smooth, fast and you can't come out of it.The amoeld display is stunning and camera is amazing. Battery backup is also too good. And it took me 40 min to charge from 2% to 100%.PROS:CAMERA - 4.8/5BATTERY- 5/5Display - 4.7/5Performance - 4.8/5Speed - 5/5Gaming experience- 4.8/5CONSNO Headset jack.One Plus didn't even provide 3.5mm Type C Converter either which dissapointed me.Camera design could have been made better (But I feel better compared to Apple 11 pro)Glass back might shatter at fall keep it protectedOverall: 4.7/5 One Plus proves again why its the BEST MOBILE right now. Go for it.

"
927,5.0 ,"  Exceptional! Got it in 30.5K and believe me in this price segment, this is simply the best.Pros:Blazingly fast processor, fingerprint scanner and Face unlock.Dolby atmos surround sound.Ram and memory management is pretty good.Triple camera lens provides you the best shots.90hz screen refresh rate gives you ultra smooth touch experience.Best for heavy users and gamers.Cons:The display could have been brighter, on the lower side if you use it in outside sunny daytime.Lacks IP rating and 3.5 mm headphone jack.Battery gives you just above average performance but the lightning fast 30w warp charger fills it in just an hour.

"
928,5.0 ,"  Not going for the specs as they are already writtenThis phone is fast asf...90hz and oxygen os is one of the best out there.Battery life can be a slight issue for very very heavy user .. upon full charge I can play 3 hrs of PUBG and 2 hrs of yt and WhatsApp it can last for the day .. ending at around 10-15 percent but then again if u can charge it just once for half an hour it will give u an amazing battery performance.Thanks for warp charge.Only thing is 3,5mm jack it's not there u need to get official dongle from the store for it to work because the audio output except the official one is trash 3 Rd party vendor dongles won't give u nice audio ..I also faced issue during calling sometime(around 10 percent) where my voice was echoed for few seconds

"
929,5.0 ,"  Superb phone...have been using it for the last 2 weeks..no complaints....if i have to nitpick it would be the lack of water proofing...but really a very good phone for a great price.

"
930,5.0 ,"  I was never a OnePlus lover, but then I researched about it, saw reviews and videos for performance and quality and finally bought this and now I feel it's really a performance beast. Camera of this device is stunningly amazing, all modes are well optimized with the hardware to take the best shots, even the nightlife picture are far better than rest of the flagships. Fatherly smooth 90Hz Display, HDR10+ with superAMOLED and Dual stereo Dolby Digital surround sound makes this a mini theatre for watching videos of your interest, yes battery capacity could be better but Oxygen OS with Android 10 optimizes the hardware very well coz don't forget this OnePlus7Tis powered by QualcommSnapdragonn 855+ processer the powerful engine of 2019 with 8 gigabytes of RAM. Overall a great smartphone from OnePlus ✌🏻

"
931,5.0 ,"  Superb Phone has great camera with premium flagship features also its macro shot which can take pics just 2.5 cm away makes it unique overall design is soo good pure premium feel 90hz also add its beauty you will get fan by seeing its first look and holding it in your hand. dual stereo speakers is awesome than many other flagship phone what a sound enjy power of dual speakers.the only weakness it has its battery life  if u play game like pubg its discharges fast but managed by its 30w warp charger which charges it to 50% in 30 mins. this phone is surely a beast

"
932,5.0 ,"  The best mobile I ever had is one plus I was fed-up every year on mobiles I is to change my mobile( Samsung,oppo,htc, micromax) finally I got OnePlus performance is almost close to apple. Since 3 years pass I use oneplus5  till now no issues it works as it is. I buyed one Plus7 for my wifee n she is happy  .

"
933,3.0 ,"  Touch is not so goodSeems to hang a littleAt least twice screen was distortedWas so heated upMy last one plus 7 was so goodThis 7t is causing little worriesIs too heavyVery ordinary looks, camera design is awefulBlue colour is not attractiveShape too is not

"
934,5.0 ,"  OnePlus is increasing its brand name thorugh sheer quality. This phone is light weight yet powerful. Amazing display and 90Hz. Refresh rate is just awesome. Camera is top notch and can compete and rank fair with any higher price brands. Battery life is superb and super fast charging is fastest.

"
935,1.0 ,"  Not a great product , singles are weak when compared to my old phone other brand , the apps suddenly closes I don't know the reason.After going through so many reviews and other suggestion I bought this but not as expected. It seems to be Amazon selling the 2nd hand mobiles and claim them as New, loosing trust on Amazon.

"
936,5.0 ,"   We all know about Oneplus and it's performance. At the price range, it's the best. Yeah. I didn't like the camera design but now I'm kinda getting a hang of it. Now I knida like it. The camera is decent. The phone is way fast of course with the snapdragon 855 plus. Finger print unlock, best in the class and face unlock is blazing fast. Fastest among all i have used. But I do feel the battery capacity much have been a little bigger, it's only 3800, but again you get the warp charger. So it cover up this con. And love the colour even. An the Fluid amoled display with the 90hz refresh rate, brightness is good for outdoors even, goes up to 1000 nits. It's sick overall. So, Never Settle, it is.

"
937,5.0 ,"  Pros:Camera is terrific.Performance is excellent.The fast charging works like a dream.Very smooth.Cons:Battery could have been a bit better.Finger print reader sometimes acts up.

"
938,5.0 ,"  The first thing that will strike you is the speed of the phone, there is absolutely no lag even when operating multiple applications. The on screen fingerprint reader is just amazing. The screen is super vibrant. The only flip side is it's battery and in some respect it's camera. But please don't be mistaken even with its shortcommings it can very well compete with top of the line flagship phones. It's a great deal at this price point when you consider it's specifications.

"
939,1.0 ,"  Worst phone ever.. not worth of 10000.. too much heating problem.. after purchase..with in 5 days rate drop by 2000.. visited service center.. asking to diposit the phone .. where shall I keep my 256 GB data...

"
940,5.0 ,"  One Plus has always been my first choice ever since I started using one Plus 3. It is superfast super smooth and is near to stock android. Oxygen OS feels feally light on phone while being super strong.Also, I have deopped by phone a few times but didn't disappoint.Camera quality is really goodFingerprint is superfast and very responsiveBatter life is good and lasts easily for one day on normal use.

"
941,4.0 ,"  Great stereo speakers, Smooth display, Great camera quality, Good enough battery life, Network reception, and Internet speed is good. Perfect phone for media consumption... Got it for Rs. 33500/- with discount and offer. Fingerprint sensor misses sometimes coz I have sweaty hands, but it's still fast. I would definitely buy this over X2 pro for a 3500 price difference.

"
942,4.0 ,"  Overall phone is Excellent. Battery. Life is very poor at this price range and for this brand. 4 to 5 hours regular use will drain out the whole battery from 100 to zero. I hope OnePlus team will resolve this issue soon.Now after setting display on natural view from advanced amoled view and refresh rate from 90 to 60 htz it's battery time has been improved from 5 hrs to nearly 8 to 9 hrs very safely from 100 to 10%.

"
943,1.0 ,"  My feedback is about the ergonomics and design of this model. The proportion of the screen size is really abrupt. They have not increased both width and height of the phone, rather only the height. This makes it an awkward proportion to use, does not enlarge the viewed content whether videos or other content and feels rather uncomfortable if the purpose is to go for a slightly bigger screen. So while it has a particular rise in screen size compared to previous models, it doesn't actually function and rather is only misguiding.

"
944,2.0 ,"  Battery life - not enough to last more than half a day on a single 4G sim. Without extensive gaming.Heating issues - Even on simple facebook , YouTube apps the phone gets tremendously heated. Leaving aside the gaming apps .Fingerprint scanner - Not fast enough, doesnt read the edges properly, doesn't identify the fingerprint 4 out of 10 times.Gesture function- Misbehaves; like for the home or or recent apps and sometimes even for the back function.Camera quality - Nowhere near the hype led by oneplus of a 48 mp rear camera. Photos are not color cordinated, sharpness in the skin tone always missing.Not worth the price. No smooth experience as a smart phone . As a previous Owner of a oneplus 5t , I didn't like this new oneplus 7t as an upgrade & Dont recommend it to anyone.

"
945,5.0 ,"  Shaandaar specs or real life usage ..But only feeling heating issue when used heavily ..Rest z masterpiece ..Go blindly ... It's every penny worth ...Switched from 5T ...Superb experience still ...ONE PLUS = LISTENS TO IT'S NICHE = AWESUM RESULTS ..👍👍

"
946,4.0 ,"  Performance is superb which is expected for a premium phone, but everything else is just average1. I have to charge phone eveyday after around 4 or 5 hours screen time2. Camera have some lossy images at times3. Fingerprint reader is not that fast

"
947,4.0 ,"  The overall performance of the phone is outstanding, but battery life is very low would say 6 hrs of time if your use for streaming or surfing. Gaming is awesome but drain a lot of battery. Camera quality is super and super macro mode really surprised me. Fingerprint sensor is ok wouldn't it is fast but is reliable but can go for really fast face unlock( i personally don't prefer it though). I have used the phone for a week now and would say a must buy phone if the budget is around 30k or even 40k. Also would mention the sound quality it offers, just amazing.

"
948,4.0 ,"  Good run for money, disappointed by AmazonEverything I found value for money. 7T is best among 7, 7PRO and 7T. I can see some rainbow effect on screen when seen from angle. Also camera color scheme change when you switch between lens.Though using Amazon from long time, disappointed by their corrupt practice this time with this phone. Phone was on sale from 28th Dec to 4th Jan with Instant discount of Rs 1500 on Hdfc credit/debit card payment but I don't received any discount from Amazon, however I purchased phone on dated 2 Jan 2020. Not expected

"
949,4.0 ,"  Using this product from around 5 days now. Before updating to 10.0.3 Oxygen OS.Pros* Charging is insanely fast.* 90hz refresh rate and fluid amoled display is so smooth to use.* 8GB Ram makes phone very fast.* Camera is awesome.Cons* Always on display does not work sometimes.* Some minor heating issues.

"
950,5.0 ,"  The in screen finger print lags a bit(not really noticeable) but that shouldn't be a problem as the face recognition unlocking is super fast. Camera is exceptional except for some lack of detailing of subject features in the slow mo effect. Overall the phone blazes through anything like a charm with its 90Hz display

"
951,1.0 ,"  Worst product by OnePlus. Wifi does not connect easily. Everytime the mobile is to be restarted to get connected to a wifi. Doesn't catch signals even in front of the wifi device.Battery drains very fast. Have to charge twice a day without much usage. No games, no video then too battery exhausts fastly.Worst experience. The lower priced mobiles of other companies have much better performance. Regretting, why I didn't return it during first ten days of purchase. Thought it would get ok, there may be network issues but no this is a handset issue.

"
952,5.0 ,"  An awesome phone, no words to describe. The hardware is top notch, the software is smooth. Any app can run without hanging.. 90hz display makes it more exiting in playing videos and games.  The battery charges from 10% to 100 % in about 20 to 25 mins with the provided charger.  It's called warp charging.. the camera is best in class. Music and build in speakers are out of this world..If you are thinking to go for a new phone , close ur eyes and go for it.

"
953,5.0 ,"  Charging the OnePlus 7T is a delightful experience. Just 10-15 minutes of charge can refill enough juice to last you a workday. It took just 1 hour and 16 mins to go from zero to a hundred percent. It took the OnePlus 7T less than 20 minutes to go from 0 to 40, and the phone attained a 90% charge in just 48 minutes. Android 10 based software.Pros:Excellent performanceGorgeous displayElegant looksExtremely fast chargingAudio outputCons:Notch appears datedNo audio jackNo expandable storage

"
954,5.0 ,"  I'll give my review after using this phone.Looks wise very nice.Performance wise superb.Camera quality is better than old one plus devices but is not so good compare to other these range of smart phone.The battery is average not useful for full dayBut the charging captivity was very nice.All over superb device.❤️

"
955,4.0 ,"  I have bought this phone on great Indian sale and writing this review after 4 days of usage only - too early to write a review ryt ?. May b.. may not be.Let's just jump in to ""battery life"" of this device.I have seen comments on battery life like it drains quickly.. and worst.. etc etc and still I have given 4 star out of 5 . Why ? . You have to understand that you are using 90 hz display not 60 hz. This ll consume more energy than 60. You can change the refreshing rate in display settings if you want a better battery life .Then what about rest of the performance/Build quality/cam etc ?. Just one word.. ""awesome"".

"
956,5.0 ,"  Awesome camera, user interface, 90hz refresh rate & display.Average battery life. However fastest battery chager of any smartphone. I can notice the start contrast coming from my previos slow chaging iPhone 7.Cons: No headphones included in box.

"
